punk_id,unit_in_eth,unit_in_usd,block_time,tx_hash,seller,buyer
234.0,69.0,191604.03,2021/08/06 07:40:53,e8ad46a7c80b8467c9a9c32d677c87943723abb898af9815968f99d9406794ad,df985c6f09a69ea9b69b8cba22b4b93f805fe587,0d93bc9654df5a50e0e65df55d09ba7b47fb95cd
239.0,21.9,50888.592,2021/07/29 22:06:48,bf7309f94f39895510216c5c8a91a32dd97eccf2ea8153e93645251a04c9e24f,d21da717ee1805325cd4f84cbedcddf8fc0a809c,07fb466e11aaa9c80d68ec85073381a7ce297ca3
239.0,23.95,58067.733,2021/07/30 04:13:48,01425f4484fefd86199143f16e3bf468ff1a45cfd11387cd1242a5f7fbd0ebf3,e664f5127293233c7c9cd90f19a73f31e0897d16,650dcdeb6ecf05ae3caf30a70966e2f395d5e9e5
240.0,2.0,256.28,2020/01/02 22:08:03,63976e810f5504715367508b9b887e06bfd9d4f762c4b27870db0568cece1bfc,c352b534e8b987e036a93539fd6897f53488e56a,0d41f957181e584db82d2e316837b2de1738c477
240.0,44.0,101287.56,2021/07/28 10:14:44,bd1c95fea5d07069adb15a8ae2099e880c3e30fb7a348896609e16e5f0fe3dc1,55dccc2254c44b37093e26a8cf1abed75494dcd6,3e9dacf58e308310e96b68924a57174f68a3d6cc
252.0,25.0,47903.5,2021/07/16 20:49:09,9cc4a42b6c60597c2667c09bf52b8b8f698baa4642d644b126c9ba1c84a46c1c,1b2965dc3b1697dd10b7126ec7393d79cda2cf91,33cac46e9a86d96ca0a88f076e281682ae714d02
252.0,70.0,279491.1,2021/12/10 18:49:50,1c5bee62d0bbbc2535411f3ebd3a353ac35a87386d2baf5292a399ac0ceeb93c,61fef96e49f352fbac4645b0f5aefc0f40d80695,29467410c046fb5ec1235eddf9b02b433b32dfe2
257.0,24.5,43314.285,2021/03/12 23:29:16,a24b4698c9fe179c16415ba22ba4d366aa05f5522b69b6a2fa110977f12f1b9f,65ba4f92d7dfa813ddbd849d9faf38a723dd9b12,e907c99288007b394e77267f9b77e1053cd55d29
257.0,74.0,245927.9,2021/08/23 10:41:31,f9a39f83fed2c7aeb636709999d05b5d3911ad74b8b2407403cb3488df6cf27b,186980d30a5b7ee4b81114beff6351c94bc332f8,09d4083ffd20d21acb9118465ad7c52ac8b548f7
258.0,19.0,40463.16,2021/06/30 10:19:15,6cf5beab9c6854b17aadb5328ccbcd9e3bc453726b0e822fed681fe61a052585,ec7641e298af02c19171451381c570327389b0c2,7be6e974dfc6e29515a91b704cf9a0fbc21d1624
258.0,34.0,83479.18,2021/07/31 14:26:44,c0e88c01addc69631cb6baa08fddbb4ae26ec8531eaa7fb6d51317b449cfe187,1919db36ca2fa2e15f9000fd9cdc2edcf863e685,53f2a3de31c054f32a5ac5bf83cde29350035e46
259.0,18.5,33456.88,2021/03/09 00:26:18,0bb9473db4f6ca75f135c8db1e7884363f0b5a6883e82fbcb575896b3c96d1ca,758acc743e602055a9c95257867d198c7c3beadd,b73d349494f646e04e6a2a0e2696fde68c962fd5
259.0,143.0,487415.5,2021/10/03 22:36:12,c96350a3d1ee8f40638c9cf0dbae503ca8ab5ede2e528419307d17d39caf40e4,b0182a35b8114c62cc6745780d94a04d46bc4719,3d0f7fe2653ef7537f97f2393f06d0288083c1fa
260.0,60.0,212895.6,2021/05/06 22:48:55,975ddf0b1ea6588d0ad14f17f10a3bee2b5ab75995ce7d0953f040e754784064,c352b534e8b987e036a93539fd6897f53488e56a,4c969243fc60179b4aca73a361755aaa227f2241
260.0,175.0,485957.5,2021/08/06 08:14:32,515c96662ecd0a9a4c0f9db043dd40815842072fc89a86bf7895714e15c11383,a34d2deb99da3bc49d9c55a1625ba44a553d487e,ebc8ff259cf9e55099bda4d549d6f37646691d9c
273.0,2.0,261.9,2020/01/01 22:10:13,6054654c294090865107959f7f1d25621c0d5421d546138275b1028f0c2ac1a5,c352b534e8b987e036a93539fd6897f53488e56a,0d41f957181e584db82d2e316837b2de1738c477
273.0,265.0,1024219.7,2021/10/19 23:20:02,3a5aedf0ed739d5ee15b577dc204b02982bdb0679fb322dd018275013019bec9,f18fcef2cb0dec8d5d8faf44395ee5368f0d9d58,86292f24afffe8d4159282980db89e8ef4b92b0a
280.0,1.2,259.86,2017/07/25 07:16:59,9d23dc1654e8c026f92f82c8a0fa2a1c0e75f5a15099f8c13e020bfa6df726c1,c352b534e8b987e036a93539fd6897f53488e56a,58164b2d74c45f06cde451fc307092d55ebe5730
280.0,0.25,191.715,2017/12/26 22:55:26,5e451d7bec1464fff4d354139d6f009a2b2898337a74e478673df1de47738b86,58164b2d74c45f06cde451fc307092d55ebe5730,7174039818a41e1ae40fdcfa3e293b0f41592af2
283.0,27.49,48784.3038,2021/03/12 17:44:42,27ace664fe313dea0e95f5a4604d84e4838853fd8dcec4510091f4f77afbc03b,d387a6e4e84a6c86bd90c158c6028a58cc8ac459,ef3dff08edab3f21fd25bcd14a4ea9023bf0d602
283.0,0.21,371.0595,2021/03/12 17:53:26,ab9a23dce8ec7b149a90c06142d2cf34eb764a3ac3c5782ff01ab9566621e0e4,ef3dff08edab3f21fd25bcd14a4ea9023bf0d602,7174039818a41e1ae40fdcfa3e293b0f41592af2
285.0,29.99,49341.0475,2021/02/24 17:31:20,2c45a89db9823b249fc0d6bffbd818a012e57f04f3f62b5db91336bbe7c88d8f,d387a6e4e84a6c86bd90c158c6028a58cc8ac459,29b1b2d083456fd07b19649f8b85f9927a29b1ab
285.0,31.99,61169.6785,2021/03/13 22:02:09,c26662313101aeb59031ba6a6083113284bba986a5b1b256234aea5ef6347308,29b1b2d083456fd07b19649f8b85f9927a29b1ab,05083ffbadead8b538037558ab2f258dd9d5e900
286.0,49.99,122373.0205,2021/07/31 18:18:00,a0b41cba58093ad5654d73d55e00db73d1cf3478bf9976cb51900d3af4cec755,0a690b298f84d12414f5c8db7de1ece5a4605877,04686dfb7ac42de80b9386acbd1fe20c551e239d
286.0,55.5,161808.03,2021/08/06 18:52:10,b813e5d87aeeb948a8104207e95c8116059562190fb4616f09e5059db7b39bbb,04686dfb7ac42de80b9386acbd1fe20c551e239d,117026eb0c5ed7d365e78710753fc2961e085b2e
287.0,24.99,46639.3368,2021/02/22 08:53:05,322cf1c95ce66592c02de63722814aeefc23be0ffe1caa0ee358346a32b6a923,d387a6e4e84a6c86bd90c158c6028a58cc8ac459,967ee5faa6344323c2898a657a56118b50a45163
287.0,22.5,33554.7,2021/03/05 15:54:37,f966c59f85171ab8d2373d1c4647757c988e24415940455692376d50d18a40ba,33c2656b7b33461f346f697d998d89a110eb42ef,5ac996f059bdbf958e8215635f6b8541f0df0e50
291.0,21.0,39400.41,2021/03/15 00:50:47,6c3720669e22d6bd81ced0b133338b2bde0a0ff38cff56090defd42651d6de12,3185fad637cf50bae9ad59329abe9060ce2776e5,b268f20c03c39f00425db32c424fd5272220496e
291.0,29.0,70778.85,2021/07/31 14:10:00,cc775fdfcef9c9ee0b7ff3fb50e42855caff1ef1c97decc17e7b5b864a99946a,eb6599cc9681724137c24bd04add50fad0bab11e,ff4c60814adc5ee4cdf9a57e0944b1e4678ff09c
294.0,2.0,256.28,2020/01/02 22:07:18,11fa812de61d020329427ab4bbdc843d73cf183395d88704b0ba5831a95ddb5e,c352b534e8b987e036a93539fd6897f53488e56a,0d41f957181e584db82d2e316837b2de1738c477
294.0,12.0,17211.12,2021/01/25 16:00:20,f0283bb54fcb123468fac51d62df0681930fa7c06630ed39a32da3c4210a01bb,0eb9a7ff5cbf719251989caf1599c1270eafb531,59a5493513ba2378ed57ae5ecfb8a027e9d80365
300.0,69.69,262037.1876,2022/01/01 21:57:24,4ba16cd1508616d459be5366156bcb647388db644d7ba1a4d4f40dd7f2ff80e8,321c096218de47c09fc2b097afeaf348b4096629,5fdfc5f91cb7299d5886afe0c6589f971d830d40
300.0,73.95,216573.6675,2022/02/13 02:03:19,4b9259d5a5a268c615436352e21af915198f47e90658ca0743d5dbc90890100e,1919db36ca2fa2e15f9000fd9cdc2edcf863e685,51636d9efbfb79631824dd6107d54f2dcf548359
308.0,23.9,56577.275,2021/07/30 19:27:36,194644595e2a39feea2faa9ffc2e1c3002e4a66e516b2096a5824114b5fc8cb1,36ed2d75a82e180e0871456b15c239b73b4ee9f4,822335d69903af62d56793d5a1ea2c31ee52d833
308.0,73.5,298629.03,2021/12/06 12:01:02,018683e2fa93c8a1701b249df8a0d165761a568a0933b5329bc462c6c544f0ca,9963beafebd4977a54e174aca82193e3aa28d44b,13d3fb98befaddf7a59ce039427e63bdd6d2d365
312.0,77.7,258448.848,2021/08/23 15:51:56,dda610b4a203eb9853ac1b4fa53a319da42b50b65fef26669e3f4721b75d084f,989680e560b3374798559a1a9c11ca8eb811c979,8a5a3c0d6f6a7746d4dce4f6a6d50c658acf6e44
312.0,148.0,460343.64,2021/09/27 10:21:37,203c4fab902344e651bd02f3f2a655088c2d72ae56284f2980a6e042a58de95c,2423b65c54bcf69633752c388185c431da74dbba,4cf28b4819b9c1aaaae4bfd1a87004a0fc83c977
318.0,26.5,41881.395,2021/03/04 00:35:33,3a9fa1ba9118e4245729e11bd3b91205db9f2f32dc47eca35243a576926fb9b5,d387a6e4e84a6c86bd90c158c6028a58cc8ac459,a876cd9e1e30abcce2bfe66037c726a2517972d4
318.0,27.5,56724.8,2021/04/08 20:17:06,1a30bcd9f45c8d115b174dbcef44067b8dc8a197838c247f80354bacc05db515,a876cd9e1e30abcce2bfe66037c726a2517972d4,cbb9ab939e21ceccaffe2b4c0591255336dbd9d8
322.0,12.0,4664.4,2020/09/13 03:49:27,b74639f46dc9774f686ff3ec2003d96230f572291eb53aa6685243018293153b,c352b534e8b987e036a93539fd6897f53488e56a,c9705c60f6bbbef941b8a6a67606908e188d45f9
322.0,16.0,21121.92,2021/01/19 04:41:59,ebc3a84042e8d2d28f11a7b5393a58c92e165641cce89da057bc150c2e5f9677,da81a57188006feac8711b046b28a79ea202e999,2b9324f66b7733202261777726d8f9720285cb8a
328.0,21.88,39516.8116,2021/03/12 02:05:40,0b9ea2b95435ec70d649a7cd72e5d8c1b830fb08d4689cf91c44700a78841800,3f13f597f80c65055251cdfc63b292df8e042cf9,471ccd726115991cbac31c8f724dd988fe05a3ac
328.0,52.0,171176.72,2021/08/14 00:49:54,e92bf204814815f3cda36298a661c858eb6568a012b648eb10a96d0ff8ecb747,6add24eb2bca5696b0a9d10425f8a58f0d73fc28,efbb701e123526d087e17bc18f417465fa09876a
329.0,24.99,44523.1836,2021/02/22 20:55:45,16cc1fca7e50cfe06018407de5d6bc378e61d02669e14a8c176e5a13314182f7,d387a6e4e84a6c86bd90c158c6028a58cc8ac459,07c5ea539a54318780655b7a74fc379f3f37c7a6
329.0,24.9,37472.508,2021/02/27 20:42:56,18ccd38ec050ef68f97c6d2361fea1ed40fadb8cec26322c92d7cd5a41f22c0e,89eacd3f14e387faa9f3d1f3f917ebdf8221d430,9ae8912ea6562957043c8d048641aa9b450c397f
332.0,21.49,71329.8229,2021/05/03 18:33:14,453fb85ca5c6928b7159c7a4632989420868501ad4ef2ab3a33c2433370f27d7,bae25a69a6eb7341ee834be7635e247e22a1e57a,13816f65ba8195768e6825eb774fd3c6a05a0ac8
332.0,15.25,41465.36,2021/05/26 17:41:51,e0d4577c330f8ab5d43e4db2e613898cee1636e551b949d0cd9f99f5c31adcf2,13816f65ba8195768e6825eb774fd3c6a05a0ac8,3ee18f6052b1d2bfdb3c568fa6ee20f4f0f3bd48
335.0,40.0,76920.4,2021/02/22 00:10:21,27ffab4daea097bc16ffc2d67fb10c4ab29403a63268213112fa60d9de7a49bc,c352b534e8b987e036a93539fd6897f53488e56a,40a628d16be2ba6956f60402b17f52e8bfe32497
335.0,88.0,365368.08,2021/12/05 14:13:06,a0481c5bc9db675ef9b1fce2cef1b8fac2f8a22db6523a7272fd2765ca1b6478,d5509e06330ca2671f6f60da0ac6606c5e86c93e,51eac3daa1c34f5c2874aa62097ac9965a180b6d
339.0,50.0,95708.5,2021/02/18 18:11:24,625a32f140017e4efec3aa58154f43cad063d6a860c763685d29436c74fe546f,c352b534e8b987e036a93539fd6897f53488e56a,ddfdcb21c935e8432a559cf689c83695b27a4177
339.0,239.0,774345.66,2021/08/28 11:14:36,3483d0a6551f257c23fe0004515e06dd811b978b6d7f0d0bf324d9c1d1e47422,4154245739a63cd6caa8db8c1ae24209dd411dc6,87f8069503ceb7b58612769d7f62297f5806143a
340.0,50.0,94291.5,2021/02/22 03:40:28,a9c4276fd4834a93f97520fb5c036225ba57bcec05bb9c90adcc5c3df2f63a40,c352b534e8b987e036a93539fd6897f53488e56a,5e43e1dbba50bb1dd26b38eebc45cca153409f82
340.0,140.0,524203.4,2021/12/30 19:10:18,ac39aeec12552b28c2cb2f6a3cfc3734a7b903661e242043e38a0c8ed9559112,0e9aed5c7721c642a032812c2c4816f7d6cb87d7,12ec6a7952d62cb0d3336f6d00de26501c483718
341.0,24.99,43178.4717,2021/02/22 19:16:21,de45162e9ffa07566ad0f3401906d9196980a78c5360569e6ebeb4ac30aa6385,d387a6e4e84a6c86bd90c158c6028a58cc8ac459,7786089b523202b02409a4763ed375e6fffce464
341.0,125.0,405780.0,2021/08/28 11:00:29,ba51ee0823f2df58227c0d5fedd536e2b3d023a4d99d329398e3ec4e87891652,7786089b523202b02409a4763ed375e6fffce464,87f8069503ceb7b58612769d7f62297f5806143a
342.0,20.5,72207.15,2021/05/07 22:01:54,8930bc46a0a07a67152b8cec847670bb9059078a63a7f3c2768ffd0b732c6105,6186290b28d511bff971631c916244a9fc539cfe,1424d290d3550c6ebab94c42ab415c20eed8a4e1
342.0,147.69,479819.7027,2021/08/28 15:56:06,d4e761dee44bb4b0717a6de96044d9f9659c90a7047b8efc6b35460ef78d3a34,36ed2d75a82e180e0871456b15c239b73b4ee9f4,362b638b43f767350ac0a01b67baad825c108f3d
349.0,51.89,208256.8827,2021/12/21 22:35:38,45206860f19ccb3cae2e30f2311ba6679cc76bc9704097a3e3a410041f288b83,ed2ab4948ba6a909a7751dec4f34f303eb8c7236,7d8a8416286fc6a72ca673fdec40345028a79845
349.0,57.69,236813.9886,2021/12/24 03:30:35,4e37dcf4f4fc6be93c4113429148874e3e768428601b5c89dca258278caac254,5815c2c2a0c1e7d5c1c3b5ba8dd9a4f83dfe62e1,c3b94e21337e9c07dabadbf299c8590cf7d2efbf
352.0,26.79,42723.0846,2021/02/25 04:59:48,553b0edd3ee38dbf1406f33ebe8205e58065e99dbe7dfd158afac871dea2a233,d387a6e4e84a6c86bd90c158c6028a58cc8ac459,5b21175a82f112c88e306a546166037d238de684
352.0,27.99,68621.6835,2021/07/31 00:01:13,0d002ccd8c36bc3683076d72a09f6c1ef1301e5b26a978c37b43346107b99f7f,5b21175a82f112c88e306a546166037d238de684,650dcdeb6ecf05ae3caf30a70966e2f395d5e9e5
353.0,15.0,28881.6,2021/04/01 14:26:09,c924196cf36005e7b5cad6021c1a54d4446ef68826510ddb8003c207944b711e,3cd607f23e57b88a6273a7b01712546928d55614,a698cade532bf7491f0f887284f8e10e2de97198
353.0,100.0,323968.0,2021/08/27 18:06:10,076e2f1dc7ee111d57fd81e4367c9afc228c4ad6237095fb7e8d8f54295d2d2a,89b68cba02637cfb1266f0dece2856b040b563c3,702a39a9d7d84c6b269efaa024dff4037499bba9
355.0,0.6,135.186,2017/07/24 15:55:18,1f0963585bda31a700ba07840c89db9b4a29bf16721ec5a758a791e4735b7210,c352b534e8b987e036a93539fd6897f53488e56a,00bd3a6660309fb9e0129b9b777a9ccb9c2869dc
355.0,0.75,88.6875,2018/11/29 23:24:23,771f423549b222577281840b7f4fce78685852b157397c993de7b6cae03d6080,e8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,052ffed486e44d58f3f965fc8e1f5e511fe1474c
365.0,16.66,66295.8044,2021/05/11 11:58:05,3c46c153b43098b6f27857755c6f34c53c3e142b5e17e18e1bb25bc030461ea9,6fcade9de3ab9a1e57eab1684cf30e2ceba234fb,577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647
365.0,39.89,107687.4429,2021/08/05 02:58:15,0183ec7c56c4061ba22c144ccc93ee8c66db9e96ce68a762da7469b6a284fff1,0d82ebc0e779aa73a0eb899252f9d83167872903,f8196c206634b1563da1cd0034af53e1029ce50b
368.0,19.99,33494.8442,2021/03/27 14:24:29,c10160fb480ccee802ada8c556cdf668851accc742d8dec9c31ce936f3c1481f,d387a6e4e84a6c86bd90c158c6028a58cc8ac459,7962e7be54b892cb7bb81b09c66a8194e3891529
368.0,70.0,233944.2,2021/08/23 17:37:39,59ee93571da34d684b4ed1267e59fdd97617d089c50ecbf4fdeb44afbc2d6558,19e358982faf81fcdb29936a4c156e6501f7c636,d75d100ab18d4b5c8725ef3a4feee55df6e7f7b4
376.0,24.99,48328.161,2021/02/21 20:58:20,2074215e6bd2d86a99530ab29baaf68bfd07620e2d236cd0af5c5bf59c2a8eac,d387a6e4e84a6c86bd90c158c6028a58cc8ac459,bf8afa76bcc2f7fee2f3b358571f426a698e5edd
